name,platform_group,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,total_sales,other_sales,critic_score,user_score,rating,rat_sem
bolt,Nintendo,DS,2008,Adventure,0.35,0.21,0.0,0.6199999999999999,0.06,,,,Pending
mario's picross,Nintendo,GB,1995,Puzzle,0.0,0.0,0.62,0.62,0.0,,,,Pending
pac-man player's choice bundle,Nintendo,GC,2003,Misc,0.48,0.12,0.0,0.62,0.02,,,,Pending
fighters megamix,Other,SAT,1996,Fighting,0.0,0.0,0.62,0.62,0.0,,,,Pending
bahamut lagoon,Nintendo,SNES,1996,Role-Playing,0.0,0.0,0.62,0.62,0.0,,,,Pending
prince of persia the forgotten sands,XBox,X360,2010,Action,0.3,0.26,0.0,0.6200000000000001,0.06,74.0,7.8,T,Teens
warriors orochi 3,PlayStation,PS3,2011,Action,0.0,0.04,0.57,0.62,0.01,70.0,7.9,T,Teens
tomb raider iii adventures of lara croft,PC,PC,1998,Action,0.59,0.03,0.0,0.62,0.0,,8.2,T,Teens
dj hero 2,Nintendo,Wii,2010,Misc,0.48,0.09,0.0,0.61,0.04,88.0,7.5,T,Teens
toshochu run for money,Nintendo,3DS,2012,Adventure,0.0,0.0,0.62,0.62,0.0,,,,Pending
dragon quest monsters joker 2 professional,Nintendo,DS,2011,Role-Playing,0.0,0.0,0.62,0.62,0.0,,,,Pending
nfl quarterback club 99,Nintendo,N64,1998,Sports,0.59,0.02,0.0,0.61,0.0,,,,Pending
super robot taisen α gaiden,PlayStation,PS,2001,Strategy,0.0,0.0,0.58,0.62,0.04,,,,Pending
tiger woods pga tour 12 the masters,XBox,X360,2011,Sports,0.4,0.16,0.0,0.6100000000000001,0.05,80.0,6.1,E,Everyone
battle of giants dragons,Nintendo,DS,2009,Strategy,0.3,0.25,0.0,0.6100000000000001,0.06,,6.0,E10+,Everyone 10y+
wall-e,XBox,X360,2008,Platform,0.29,0.26,0.0,0.6200000000000001,0.07,50.0,6.3,E,Everyone
start the party!,PlayStation,PS3,2010,Misc,0.07,0.41,0.0,0.61,0.13,,,,Pending
formula 1 championship edition,PlayStation,PS3,2006,Racing,0.0,0.57,0.04,0.61,0.0,,,,Pending
harry potter and the half-blood prince,Nintendo,DS,2009,Action,0.2,0.34,0.0,0.6100000000000001,0.07,48.0,4.3,E,Everyone
nier,PlayStation,PS3,2010,Role-Playing,0.17,0.18,0.2,0.6200000000000001,0.07,68.0,8.4,M,Mature
2014 fifa world cup brazil,PlayStation,PS3,2014,Sports,0.15,0.36,0.01,0.61,0.09,73.0,4.3,E,Everyone
phoenix wright ace attorney - trials and tribulations,Nintendo,DS,2007,Adventure,0.3,0.03,0.25,0.61,0.03,,,,Pending
nba 2k9,PlayStation,PS3,2008,Sports,0.56,0.0,0.0,0.6100000000000001,0.05,82.0,7.0,E,Everyone
spongebob's atlantis squarepantis,Nintendo,Wii,2007,Action,0.56,0.0,0.0,0.6000000000000001,0.04,,5.5,E,Everyone
singstar singalong with disney,PlayStation,PS2,2008,Misc,0.0,0.04,0.0,0.61,0.57,,,,Pending
nfl fever 2003,XBox,XB,2002,Sports,0.46,0.13,0.0,0.6100000000000001,0.02,72.0,8.6,E,Everyone
samurai warriors 2,PlayStation,PS2,2006,Action,0.02,0.02,0.57,0.62,0.01,58.0,8.8,T,Teens
wet,PlayStation,PS3,2009,Shooter,0.22,0.27,0.01,0.61,0.11,70.0,6.4,M,Mature
cooking mama 4 kitchen magic!,Nintendo,3DS,2011,Simulation,0.5,0.07,0.0,0.6200000000000001,0.05,56.0,6.0,E,Everyone
scribblenauts unlimited,Nintendo,3DS,2012,Action,0.56,0.01,0.0,0.6200000000000001,0.05,73.0,7.4,E10+,Everyone 10y+
the black eyed peas experience,Nintendo,Wii,2011,Misc,0.37,0.19,0.0,0.6200000000000001,0.06,,,T,Teens
2 games in 1 sonic battle & chuchu rocket!,Nintendo,GBA,2005,Misc,0.44,0.16,0.0,0.61,0.01,,,,Pending
fire emblem shadow dragon,Nintendo,DS,2008,Role-Playing,0.29,0.02,0.27,0.6100000000000001,0.03,81.0,7.0,E10+,Everyone 10y+
plants vs. zombies garden warfare,PlayStation,PS4,2014,Shooter,0.21,0.29,0.01,0.61,0.1,75.0,7.6,E10+,Everyone 10y+
metroid prime trilogy,Nintendo,Wii,2009,Shooter,0.42,0.05,0.0,0.61,0.14,91.0,9.3,T,Teens
robotech battlecry,PlayStation,PS2,2002,Shooter,0.3,0.23,0.0,0.61,0.08,72.0,8.5,T,Teens
dora the explorer super spies,Nintendo,GBA,2004,Platform,0.44,0.16,0.0,0.61,0.01,,8.0,E,Everyone
disney universe,PlayStation,PS3,2011,Action,0.3,0.22,0.0,0.61,0.09,70.0,6.9,E10+,Everyone 10y+
advance wars days of ruin,Nintendo,DS,,Strategy,0.43,0.12,0.0,0.6000000000000001,0.05,86.0,8.7,E10+,Everyone 10y+
jak and daxter the lost frontier,PlayStation,PSP,2009,Platform,0.18,0.27,0.0,0.6,0.15,71.0,6.3,E10+,Everyone 10y+
texas hold 'em poker,Nintendo,GBA,2004,Misc,0.44,0.16,0.0,0.61,0.01,49.0,6.8,E,Everyone
time crisis 3,PlayStation,PS2,2003,Shooter,0.3,0.23,0.0,0.61,0.08,81.0,8.1,T,Teens
wwe smackdown vs. raw 2010,PlayStation,PSP,2009,Fighting,0.25,0.22,0.0,0.61,0.14,,6.6,T,Teens
vanquish,PlayStation,PS3,2010,Shooter,0.21,0.21,0.11,0.61,0.08,84.0,8.1,M,Mature
ganbaru watashi no kakei diary,Nintendo,DS,2007,Misc,0.0,0.0,0.61,0.61,0.0,,,,Pending
tearaway,PlayStation,PSV,2013,Adventure,0.14,0.34,0.0,0.6200000000000001,0.14,87.0,8.9,E,Everyone
small soldiers,PlayStation,PS,1998,Platform,0.34,0.23,0.0,0.6100000000000001,0.04,,,,Pending
half-life 2,XBox,XB,2005,Shooter,0.37,0.21,0.0,0.61,0.03,90.0,8.6,M,Mature
duke nukem total meltdown,PlayStation,PS,1997,Shooter,0.34,0.23,0.0,0.6100000000000001,0.04,,,,Pending
tony hawk ride,XBox,X360,2009,Sports,0.46,0.1,0.0,0.6100000000000001,0.05,46.0,3.0,E10+,Everyone 10y+
borderlands the pre-sequel,PlayStation,PS3,2014,Shooter,0.26,0.21,0.05,0.62,0.1,77.0,6.3,M,Mature
major league baseball 2k8,XBox,X360,2008,Sports,0.56,0.0,0.0,0.6100000000000001,0.05,70.0,5.9,E,Everyone
sacred 2 fallen angel,PlayStation,PS3,2009,Role-Playing,0.22,0.22,0.08,0.61,0.09,70.0,7.1,M,Mature
pro evolution soccer 2011,XBox,X360,2010,Sports,0.09,0.44,0.0,0.6000000000000001,0.07,79.0,5.9,E,Everyone
major league baseball 2k9,XBox,X360,2009,Sports,0.56,0.0,0.0,0.6100000000000001,0.05,64.0,5.3,E,Everyone
final fantasy iv advance,Nintendo,GBA,2005,Role-Playing,0.27,0.1,0.22,0.6,0.01,85.0,7.3,E10+,Everyone 10y+
dragon ball z ultimate tenkaichi,PlayStation,PS3,2011,Fighting,0.27,0.18,0.09,0.6100000000000001,0.07,58.0,5.4,T,Teens
madden nfl 2003,Nintendo,GBA,2002,Sports,0.44,0.16,0.0,0.61,0.01,76.0,,E,Everyone
tomb raider (2013),XBox,XOne,2014,Action,0.35,0.21,0.0,0.61,0.05,,,,Pending
petz dogz pack,Nintendo,DS,2008,Simulation,0.56,0.0,0.0,0.6100000000000001,0.05,,,,Pending
harry potter and the goblet of fire,Nintendo,GBA,2005,Action,0.44,0.16,0.0,0.61,0.01,71.0,6.0,E,Everyone
tomb raider chronicles,PlayStation,PS,1999,Action,0.34,0.23,0.0,0.6100000000000001,0.04,,,,Pending
dragon ball z buu's fury,Nintendo,GBA,2004,Action,0.44,0.16,0.0,0.61,0.01,62.0,8.9,E,Everyone
madden nfl 2002,Nintendo,GC,2001,Sports,0.47,0.12,0.0,0.61,0.02,89.0,,E,Everyone
spider-man mysterio's menace,Nintendo,GBA,2001,Action,0.43,0.16,0.0,0.6,0.01,84.0,8.7,E,Everyone
madden nfl 2000,Nintendo,N64,1999,Sports,0.58,0.02,0.0,0.6,0.0,,,,Pending
game & watch gallery 4,Nintendo,GBA,2002,Misc,0.43,0.16,0.0,0.6,0.01,,,,Pending
mysims racing,Nintendo,DS,2009,Racing,0.25,0.29,0.0,0.6100000000000001,0.07,67.0,7.3,E,Everyone
naruto ultimate ninja,PlayStation,PS2,2003,Fighting,0.5,0.02,0.0,0.6,0.08,75.0,7.7,T,Teens
pac-man party,Nintendo,Wii,2010,Misc,0.47,0.08,0.01,0.6,0.04,59.0,5.9,E10+,Everyone 10y+
cabela's monster buck hunter,Nintendo,Wii,2010,Sports,0.57,0.0,0.0,0.6,0.03,,,T,Teens
tony hawk's underground,Nintendo,GBA,2003,Sports,0.43,0.16,0.0,0.6,0.01,86.0,7.7,E,Everyone
dark souls ii,PlayStation,PS4,2015,Role-Playing,0.21,0.23,0.08,0.61,0.09,,,,Pending
monster trucks,Nintendo,GBA,2004,Racing,0.43,0.16,0.0,0.6,0.01,,,E,Everyone
world of zoo,Nintendo,Wii,2009,Simulation,0.4,0.15,0.0,0.6000000000000001,0.05,,8.2,E,Everyone
shadow the hedgehog,PlayStation,PS2,2005,Platform,0.5,0.02,0.0,0.6,0.08,45.0,6.0,E10+,Everyone 10y+
wave race blue storm,Nintendo,GC,2001,Racing,0.4,0.1,0.09,0.61,0.02,80.0,8.3,E,Everyone
aliens colonial marines,PlayStation,PS3,2013,Shooter,0.2,0.29,0.0,0.6,0.11,43.0,3.6,M,Mature
backyard wrestling don't try this at home,PlayStation,PS2,2003,Fighting,0.3,0.23,0.0,0.61,0.08,51.0,7.8,M,Mature
yakuza dead souls,PlayStation,PS3,2011,Shooter,0.09,0.06,0.42,0.6,0.03,64.0,7.4,M,Mature
fight night round 2,XBox,XB,2005,Fighting,0.42,0.16,0.0,0.6,0.02,88.0,8.8,T,Teens
monhun nikki poka poka ailu mura,PlayStation,PSP,2010,Role-Playing,0.0,0.0,0.6,0.6,0.0,,,,Pending
dead island riptide,PlayStation,PS3,2013,Action,0.26,0.19,0.07,0.61,0.09,62.0,5.9,M,Mature
just dance 2015,XBox,X360,2014,Misc,0.42,0.13,0.0,0.6100000000000001,0.06,,8.3,E10+,Everyone 10y+
kinect sports rivals,XBox,XOne,2014,Sports,0.3,0.23,0.02,0.6000000000000001,0.05,60.0,5.1,E10+,Everyone 10y+
nba 2k8,PlayStation,PS2,2007,Sports,0.5,0.02,0.0,0.6,0.08,72.0,6.0,E,Everyone
dynasty warriors 8,PlayStation,PS3,2013,Action,0.12,0.1,0.34,0.6100000000000001,0.05,68.0,8.5,T,Teens
suikoden,PlayStation,PS,1995,Role-Playing,0.21,0.14,0.21,0.6,0.04,,,,Pending
disney infinity,Nintendo,WiiU,2013,Action,0.33,0.22,0.0,0.6000000000000001,0.05,71.0,7.6,E10+,Everyone 10y+
secret agent clank,PlayStation,PS2,2009,Platform,0.13,0.18,0.0,0.6,0.29,61.0,6.7,E10+,Everyone 10y+
call of juarez bound in blood,XBox,X360,2009,Shooter,0.3,0.24,0.0,0.6000000000000001,0.06,77.0,7.6,M,Mature
fighters uncaged,XBox,X360,2010,Fighting,0.31,0.23,0.0,0.6000000000000001,0.06,32.0,4.6,T,Teens
rayman arena,PlayStation,PS2,2001,Racing,0.29,0.23,0.0,0.6,0.08,63.0,8.6,E,Everyone
jaws unleashed,PlayStation,PS2,2006,Action,0.5,0.02,0.0,0.6,0.08,52.0,7.5,M,Mature
puyo puyo sun,Other,SAT,1997,Puzzle,0.0,0.0,0.6,0.6,0.0,,,,Pending
half-life,PlayStation,PS2,2001,Shooter,0.29,0.23,0.0,0.6,0.08,87.0,8.6,M,Mature
international superstar soccer 64,Nintendo,N64,1997,Sports,0.09,0.26,0.23,0.6,0.02,,,,Pending
mickey's speedway usa,Nintendo,N64,2000,Racing,0.37,0.08,0.14,0.6000000000000001,0.01,,,,Pending
nascar heat 2002,PlayStation,PS2,2001,Racing,0.29,0.23,0.0,0.6,0.08,81.0,,E,Everyone
split/second,XBox,X360,2010,Racing,0.32,0.23,0.0,0.6100000000000001,0.06,82.0,8.1,E10+,Everyone 10y+
the golden compass,Nintendo,DS,2007,Action,0.28,0.25,0.0,0.5900000000000001,0.06,43.0,4.9,E10+,Everyone 10y+
the golden compass,Nintendo,Wii,,Action,0.26,0.28,0.0,0.6100000000000001,0.07,35.0,6.8,E10+,Everyone 10y+
"transformers the game (xbox 360, ps2, ps3, wii & pc versions)",XBox,X360,2007,Action,0.51,0.04,0.0,0.6000000000000001,0.05,,,,Pending
from tv animation one piece grand battle 2,PlayStation,PS,2002,Fighting,0.0,0.0,0.56,0.6000000000000001,0.04,,,,Pending
beatmania append 3rdmix,PlayStation,PS,1998,Simulation,0.0,0.0,0.56,0.6000000000000001,0.04,,,,Pending
muramasa the demon blade,Nintendo,Wii,2009,Role-Playing,0.32,0.12,0.11,0.5900000000000001,0.04,81.0,8.7,T,Teens
disney th!nk fast the ultimate trivia showdown,Nintendo,Wii,2008,Misc,0.37,0.16,0.01,0.6000000000000001,0.06,,,,Pending
frozen olaf's quest,Nintendo,3DS,2013,Platform,0.27,0.27,0.0,0.5900000000000001,0.05,,,,Pending
xena warrior princess,PlayStation,PS,1998,Adventure,0.33,0.23,0.0,0.6000000000000001,0.04,,,,Pending
littlest pet shop garden,Nintendo,DS,2008,Simulation,0.31,0.23,0.0,0.6000000000000001,0.06,,,E,Everyone
okami,Nintendo,Wii,2008,Action,0.43,0.09,0.04,0.6100000000000001,0.05,90.0,8.9,T,Teens
new play control! pikmin 2,Nintendo,Wii,2009,Strategy,0.11,0.13,0.33,0.5900000000000001,0.02,,,,Pending
lego the hobbit,PlayStation,PS4,2014,Action,0.13,0.38,0.0,0.6,0.09,72.0,6.6,E10+,Everyone 10y+
front mission,Nintendo,SNES,1995,Strategy,0.0,0.0,0.6,0.6,0.0,,,,Pending
wwe 2k17,PlayStation,PS4,2016,Sports,0.17,0.34,0.0,0.6,0.09,69.0,6.9,T,Teens
just dance 2014,Nintendo,WiiU,2013,Misc,0.31,0.23,0.0,0.5900000000000001,0.05,72.0,7.6,E10+,Everyone 10y+
new play control! donkey kong jungle beat,Nintendo,Wii,2008,Platform,0.23,0.17,0.14,0.5900000000000001,0.05,,,,Pending
wipeout the game,Nintendo,DS,2010,Misc,0.56,0.0,0.0,0.6000000000000001,0.04,,,E,Everyone
avatar the game,PlayStation,PSP,2009,Action,0.22,0.24,0.0,0.6,0.14,,,,Pending
nhl 15,PlayStation,PS4,2014,Sports,0.31,0.19,0.0,0.6,0.1,60.0,3.6,E10+,Everyone 10y+
total war shogun 2,PC,PC,2011,Strategy,0.19,0.31,0.0,0.59,0.09,90.0,8.3,T,Teens
major league baseball 2k7,PlayStation,PS2,2007,Sports,0.29,0.23,0.0,0.6,0.08,71.0,,E,Everyone
dai-2-ji super robot taisen α,PlayStation,PS2,2003,Strategy,0.0,0.0,0.6,0.6,0.0,,,,Pending
pgr3 - project gotham racing 3,XBox,X360,2005,Racing,0.49,0.03,0.03,0.6000000000000001,0.05,,,,Pending
dragon age inquisition,PlayStation,PS3,2014,Role-Playing,0.27,0.18,0.05,0.59,0.09,,5.2,M,Mature
simcity ds,Nintendo,DS,2007,Simulation,0.33,0.02,0.21,0.5900000000000001,0.03,69.0,6.3,E,Everyone
new carnival games,Nintendo,Wii,2010,Misc,0.33,0.21,0.0,0.5900000000000001,0.05,,,E,Everyone
hot wheels stunt track challenge,PlayStation,PS2,2004,Racing,0.29,0.23,0.0,0.6,0.08,62.0,8.1,E,Everyone
littlest pet shop jungle,Nintendo,DS,2008,Simulation,0.34,0.2,0.0,0.6000000000000001,0.06,,,E,Everyone
dai-3-ji super robot taisen α shuuen no ginga e,PlayStation,PS2,2005,Strategy,0.0,0.0,0.59,0.59,0.0,,,,Pending
fifa 15,PlayStation,PSV,2014,Sports,0.08,0.35,0.05,0.6,0.12,,3.1,E,Everyone
jikkyou powerful pro yakyuu '97 kaimakuban,PlayStation,PS,1997,Sports,0.0,0.0,0.56,0.6000000000000001,0.04,,,,Pending
monopoly,XBox,X360,2008,Misc,0.34,0.2,0.0,0.6000000000000001,0.06,56.0,5.8,E,Everyone
tony hawk ride,PlayStation,PS3,2009,Sports,0.38,0.14,0.0,0.5900000000000001,0.07,44.0,2.1,E10+,Everyone 10y+
cybertiger,PlayStation,PS,1998,Sports,0.33,0.22,0.0,0.5900000000000001,0.04,,,,Pending
jampack fall 2001,PlayStation,PS,2001,Misc,0.33,0.22,0.0,0.5900000000000001,0.04,,,,Pending
medal of honor frontline,Nintendo,GC,2002,Shooter,0.46,0.12,0.0,0.6000000000000001,0.02,80.0,7.9,T,Teens
dead space,PC,PC,2008,Action,0.0,0.53,0.0,0.5900000000000001,0.06,86.0,8.0,M,Mature
nfl blitz 2001,PlayStation,PS,2000,Sports,0.33,0.22,0.0,0.5900000000000001,0.04,70.0,,E,Everyone
jikkyou powerful pro yakyuu '98 kaimakuban,PlayStation,PS,1998,Sports,0.0,0.0,0.55,0.5900000000000001,0.04,,,,Pending
rock band 2,PlayStation,PS2,2008,Misc,0.29,0.23,0.0,0.6,0.08,,8.0,T,Teens
nhl 11,PlayStation,PS3,2010,Sports,0.4,0.12,0.0,0.5900000000000001,0.07,88.0,7.1,E10+,Everyone 10y+
yakuza 5,PlayStation,PS3,2012,Action,0.0,0.0,0.59,0.59,0.0,83.0,8.5,M,Mature
burgertime,Other,2600,1981,Puzzle,0.55,0.03,0.0,0.5900000000000001,0.01,,,,Pending
2002 fifa world cup,PlayStation,PS2,2002,Sports,0.21,0.17,0.16,0.6000000000000001,0.06,73.0,5.6,E,Everyone
mvp baseball 2004,XBox,XB,2004,Sports,0.44,0.13,0.0,0.5900000000000001,0.02,90.0,8.5,E,Everyone
crash bandicoot the wrath of cortex,Nintendo,GC,2002,Platform,0.46,0.12,0.0,0.6000000000000001,0.02,62.0,7.3,E,Everyone
smurf rescue in gargamel's castle,Other,2600,1981,Action,0.55,0.03,0.0,0.5900000000000001,0.01,,,,Pending
beijing 2008,XBox,X360,2008,Sports,0.15,0.38,0.0,0.6000000000000001,0.07,,,,Pending
pokemon trozei!,Nintendo,DS,2005,Puzzle,0.25,0.0,0.31,0.5800000000000001,0.02,,,,Pending
wwe 2k16,XBox,XOne,2015,Sports,0.32,0.22,0.0,0.5900000000000001,0.05,72.0,5.7,T,Teens
extreme-g,Nintendo,N64,1997,Racing,0.47,0.11,0.0,0.59,0.01,,,,Pending
ready 2 rumble boxing,Nintendo,N64,1999,Sports,0.47,0.11,0.0,0.59,0.01,,,,Pending
assassin's creed brotherhood,PC,PC,2011,Action,0.15,0.34,0.0,0.59,0.1,88.0,8.2,M,Mature
spelling challenges and more!,Nintendo,DS,2007,Misc,0.54,0.0,0.0,0.5800000000000001,0.04,,,,Pending
dead or alive xtreme beach volleyball,XBox,XB,2003,Sports,0.36,0.08,0.14,0.6000000000000001,0.02,73.0,7.8,M,Mature
tales of rebirth,PlayStation,PS2,2004,Role-Playing,0.0,0.0,0.59,0.59,0.0,,,,Pending
silent hill shattered memories,PlayStation,PS2,2010,Action,0.13,0.22,0.01,0.59,0.23,77.0,6.8,M,Mature
disney sing it family hits,Nintendo,Wii,2010,Misc,0.38,0.17,0.0,0.6000000000000001,0.05,,,E,Everyone
blur,XBox,X360,2010,Racing,0.25,0.27,0.0,0.5800000000000001,0.06,82.0,8.3,E10+,Everyone 10y+
barbie race & ride,PlayStation,PS,1999,Action,0.33,0.22,0.0,0.5900000000000001,0.04,,,,Pending
kane & lynch 2 dog days,PlayStation,PS3,2010,Shooter,0.17,0.27,0.05,0.5900000000000001,0.1,,,,Pending
madden nfl 06,XBox,X360,,Sports,0.54,0.0,0.01,0.5800000000000001,0.03,74.0,4.9,E,Everyone
asphalt urban gt,Nintendo,DS,2004,Racing,0.31,0.22,0.0,0.5900000000000001,0.06,60.0,7.5,E,Everyone
mega man anniversary collection,PlayStation,PS2,2004,Platform,0.29,0.22,0.0,0.59,0.08,81.0,9.0,E,Everyone
metal gear solid v ground zeroes,PlayStation,PS3,2014,Action,0.14,0.12,0.27,0.5800000000000001,0.05,66.0,5.9,M,Mature
harvest moon friends of mineral town,Nintendo,GBA,2003,Simulation,0.34,0.13,0.11,0.5900000000000001,0.01,81.0,9.6,E,Everyone
backyard nba basketball,PlayStation,PS2,2003,Sports,0.29,0.22,0.0,0.5800000000000001,0.07,,,,Pending
ben 10 alien force,PlayStation,PSP,2008,Action,0.35,0.13,0.0,0.58,0.1,,7.7,E10+,Everyone 10y+
naruto the broken bond,XBox,X360,2008,Action,0.24,0.28,0.0,0.5800000000000001,0.06,80.0,7.8,T,Teens
kirby's dream course,Nintendo,SNES,1994,Sports,0.0,0.0,0.59,0.59,0.0,,,,Pending
warioware d.i.y.,Nintendo,DS,2009,Misc,0.17,0.18,0.2,0.5900000000000001,0.04,82.0,8.7,E,Everyone
iron man,Nintendo,Wii,2008,Action,0.3,0.22,0.0,0.5800000000000001,0.06,44.0,7.0,T,Teens
the fight lights out,PlayStation,PS3,2010,Fighting,0.29,0.21,0.0,0.59,0.09,48.0,7.5,T,Teens
mega man x7,PlayStation,PS2,2003,Action,0.22,0.17,0.14,0.5900000000000001,0.06,58.0,5.1,E,Everyone
deus ex human revolution,PC,PC,2011,Shooter,0.25,0.25,0.0,0.58,0.08,90.0,8.5,M,Mature
spongebob squarepants featuring nicktoons globs of doom,PlayStation,PS2,2008,Action,0.29,0.22,0.0,0.5800000000000001,0.07,,,E,Everyone
final fantasy anniversary edition,PlayStation,PSP,2007,Role-Playing,0.39,0.02,0.13,0.5800000000000001,0.04,67.0,7.7,E10+,Everyone 10y+
lego indiana jones 2 the adventure continues,PlayStation,PSP,2009,Action,0.21,0.23,0.0,0.5800000000000001,0.14,,,E10+,Everyone 10y+
soulcalibur v,XBox,X360,2012,Fighting,0.39,0.13,0.02,0.5800000000000001,0.04,77.0,6.2,T,Teens
tokimeki memorial forever with you,PlayStation,PS,1995,Simulation,0.0,0.0,0.55,0.5900000000000001,0.04,,,,Pending
diablo,PlayStation,PS,1997,Role-Playing,0.29,0.19,0.07,0.5900000000000001,0.04,,,,Pending
q*bert,Other,2600,1982,Puzzle,0.55,0.03,0.0,0.5900000000000001,0.01,,,,Pending
romancing saga,PlayStation,PS2,2005,Role-Playing,0.06,0.04,0.47,0.58,0.01,58.0,8.0,E10+,Everyone 10y+
lost via domus,XBox,X360,2008,Action,0.18,0.34,0.0,0.5900000000000001,0.07,55.0,6.4,T,Teens
top spin 3,Nintendo,Wii,2008,Action,0.15,0.37,0.0,0.5900000000000001,0.07,68.0,5.7,E,Everyone
game party in motion,XBox,X360,2010,Misc,0.36,0.17,0.0,0.5800000000000001,0.05,33.0,3.7,E,Everyone
the lord of the rings the third age,PlayStation,PS2,2004,Role-Playing,0.49,0.02,0.0,0.59,0.08,73.0,8.2,T,Teens
call of duty black ops,Nintendo,DS,2010,Shooter,0.5,0.04,0.0,0.5800000000000001,0.04,74.0,6.0,T,Teens
disney sing it! high school musical 3 senior year,Nintendo,Wii,2008,Misc,0.31,0.23,0.0,0.5800000000000001,0.04,,,,Pending
ncaa football 09,PlayStation,PS3,2008,Sports,0.54,0.0,0.0,0.5800000000000001,0.04,81.0,7.3,E,Everyone
sonic & all-stars racing transformed,XBox,X360,2012,Racing,0.2,0.33,0.0,0.5800000000000001,0.05,,,,Pending
mlb 11 the show,PlayStation,PS3,2011,Sports,0.54,0.0,0.0,0.5800000000000001,0.04,90.0,7.8,E,Everyone
jeopardy!,Nintendo,Wii,2010,Misc,0.55,0.0,0.0,0.5900000000000001,0.04,,,,Pending
"transformers war for cybertron (xbox 360, ps3, & pc versions)",XBox,X360,2010,Shooter,0.38,0.15,0.0,0.5800000000000001,0.05,,,,Pending
kinect rush a disney pixar adventure,XBox,X360,2012,Adventure,0.38,0.15,0.0,0.5800000000000001,0.05,68.0,5.1,E,Everyone
sammy sosa high heat baseball 2001,PlayStation,PS,2000,Sports,0.32,0.22,0.0,0.5800000000000001,0.04,,,,Pending
skylanders swap force,Nintendo,WiiU,2013,Platform,0.38,0.15,0.0,0.5800000000000001,0.05,89.0,6.0,E10+,Everyone 10y+
terminator 3 rise of the machines,PlayStation,PS2,2003,Action,0.28,0.22,0.0,0.5700000000000001,0.07,38.0,6.3,T,Teens
guitar hero smash hits,Nintendo,Wii,2009,Misc,0.31,0.21,0.0,0.5800000000000001,0.06,74.0,7.7,T,Teens
tom clancy's hawx,XBox,X360,2009,Action,0.31,0.19,0.02,0.5800000000000001,0.06,73.0,7.3,T,Teens
alice madness returns,PlayStation,PS3,2011,Adventure,0.22,0.24,0.04,0.58,0.08,70.0,7.9,M,Mature
shin megami tensei iv,Nintendo,3DS,2013,Role-Playing,0.28,0.0,0.27,0.5800000000000001,0.03,83.0,8.3,M,Mature
nba 2k7,XBox,X360,2006,Sports,0.53,0.0,0.0,0.5700000000000001,0.04,84.0,7.8,E,Everyone
international superstar soccer '98,Nintendo,N64,1998,Sports,0.06,0.3,0.19,0.5800000000000001,0.03,,,,Pending
fifa road to  world cup 98,Nintendo,N64,1997,Sports,0.15,0.39,0.0,0.5700000000000001,0.03,,,,Pending
world cup 98,Nintendo,N64,1998,Sports,0.14,0.4,0.0,0.5800000000000001,0.04,,,,Pending
nhl 12,PlayStation,PS3,2011,Sports,0.36,0.15,0.0,0.5800000000000001,0.07,86.0,7.5,E10+,Everyone 10y+
nascar dirt to daytona,PlayStation,PS2,,Racing,0.28,0.22,0.0,0.5700000000000001,0.07,84.0,8.8,E,Everyone
unreal tournament,PlayStation,PS2,2000,Shooter,0.28,0.22,0.0,0.5700000000000001,0.07,77.0,6.8,M,Mature
digimon world 2,PlayStation,PS,2000,Role-Playing,0.23,0.16,0.16,0.5900000000000001,0.04,42.0,7.6,E,Everyone
tales of phantasia,PlayStation,PS,1998,Role-Playing,0.0,0.0,0.54,0.5800000000000001,0.04,,,,Pending
prince of persia the two thrones,XBox,XB,2005,Action,0.33,0.22,0.0,0.5800000000000001,0.03,85.0,8.4,M,Mature
xenosaga episode ii jenseits von gut und böse,PlayStation,PS2,2004,Role-Playing,0.28,0.22,0.0,0.5700000000000001,0.07,,,,Pending
gex enter the gecko,PlayStation,PS,1998,Platform,0.32,0.22,0.0,0.5800000000000001,0.04,,,,Pending
shrek 2 beg for mercy,Nintendo,GBA,2004,Adventure,0.42,0.15,0.0,0.58,0.01,,,,Pending
fifa soccer 10,Nintendo,DS,2009,Sports,0.14,0.37,0.0,0.5800000000000001,0.07,,7.6,E,Everyone
jojo's bizarre adventure all star battle,PlayStation,PS3,2013,Fighting,0.05,0.02,0.5,0.5800000000000001,0.01,71.0,8.3,T,Teens
contra shattered soldier,PlayStation,PS2,2002,Shooter,0.28,0.22,0.0,0.5700000000000001,0.07,78.0,6.6,T,Teens
championship motocross featuring ricky carmichael,PlayStation,PS,1998,Racing,0.32,0.22,0.0,0.5800000000000001,0.04,,,,Pending
dragon ball z chou saiya densetsu,Nintendo,SNES,1992,Role-Playing,0.0,0.0,0.58,0.58,0.0,,,,Pending
final fantasy the 4 heroes of light,Nintendo,DS,2009,Role-Playing,0.22,0.1,0.23,0.5800000000000001,0.03,71.0,7.1,E10+,Everyone 10y+
rayman legends,PlayStation,PS3,2013,Platform,0.14,0.34,0.0,0.5800000000000001,0.1,91.0,8.7,E10+,Everyone 10y+
fire emblem seisen no keifu,Nintendo,SNES,1996,Strategy,0.0,0.0,0.58,0.58,0.0,,,,Pending
fifa soccer,PlayStation,PSV,2012,Sports,0.16,0.32,0.02,0.58,0.08,79.0,7.2,E,Everyone
